prioridade_ml_hibrida;score_hibrido;probabilidade_ml;score;valor_ponderado_hibrido;prioridade;valor_ponderado;valor_potencial;id_oportunidade;etapa;vendedor;gerente;regional;conta;setor;produto;idade_dias;justificativa;riscos_principais;proxima_acao
B - Trabalhar nesta semana;66,2;0,7036812884258496;62,8;36,41;B - Trabalhar nesta semana;34,54;55;OP-04367;Em negociação;Tatiana Castro;Gustavo Ferreira;Oeste;Diamante Financeira Ltda.;varejo;Módulo Horizonte Especial;105,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;66,1;0,6946385876637551;63,4;3186,68;B - Trabalhar nesta semana;3056,51;4821;OP-01825;Em negociação;Tiago Martins;Gustavo Ferreira;Oeste;Tropical Saúde Ltda.;software;Solução Atlas Profissional;100,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;66,1;0,7072382584427634;62,3;724,46;B - Trabalhar nesta semana;682,81;1096;OP-01892;Em negociação;Vanessa Pereira;Gustavo Ferreira;Oeste;Xingu Comercial Ltda.;saúde;Solução Atlas Plus Essencial;134,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;66,1;0,6694070958566917;65,5;363,55;B - Trabalhar nesta semana;360,25;550;OP-06917;Em negociação;Tiago Martins;Gustavo Ferreira;Oeste;Delta Sistemas Ltda.;varejo;Solução Atlas Essencial;73,0;já está em negociação, portanto está mais avançada no funil;sem risco crítico identificado nos campos disponíveis;Trabalhar nesta semana: agendar follow-up objetivo com próximo passo registrado.
B - Trabalhar nesta semana;66,0;0,7827059426985524;55,9;3618,12;C - Nutrir / validar;3064,44;5482;OP-07244;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Profissional;58,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%); valor potencial relevante sem dominar sozinho o score";"dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;65,9;0,6694070958566917;65,1;3177,04;B - Trabalhar nesta semana;3138,47;4821;OP-00575;Em negociação;Leonardo Henriques;Amanda Azevedo;Leste;Valência Consultoria Ltda.;tecnologia;Solução Atlas Profissional;73,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;65,9;0,6694070958566917;65,0;362,45;B - Trabalhar nesta semana;357,5;550;OP-06120;Em negociação;Vanessa Pereira;Gustavo Ferreira;Oeste;Novaterra Telecom Ltda.;tecnologia;Solução Atlas Essencial;80,0;já está em negociação, portanto está mais avançada no funil;sem risco crítico identificado nos campos disponíveis;Trabalhar nesta semana: agendar follow-up objetivo com próximo passo registrado.
B - Trabalhar nesta semana;65,9;0,6872257763656585;63,6;362,45;B - Trabalhar nesta semana;349,8;550;OP-06086;Em negociação;Vanessa Pereira;Gustavo Ferreira;Oeste;Riviera Financeira Ltda.;tecnologia;Solução Atlas Essencial;117,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;65,9;0,691330187940362;63,3;362,45;B - Trabalhar nesta semana;348,15;550;OP-06994;Em negociação;Tatiana Castro;Gustavo Ferreira;Oeste;Catarina Soluções Ltda.;serviços;Solução Atlas Essencial;116,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;65,8;0,6694070958566917;64,8;3172,22;B - Trabalhar nesta semana;3124,01;4821;OP-08287;Em negociação;Eduarda Nogueira;Fernanda Almeida;Leste;Diamante Financeira Ltda.;varejo;Solução Atlas Profissional;78,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;65,7;0,6652423196904989;65,0;361,35;B - Trabalhar nesta semana;357,5;550;OP-01816;Em negociação;Vanessa Pereira;Gustavo Ferreira;Oeste;Inova Software Ltda.;financeiro;Solução Atlas Essencial;65,0;já está em negociação, portanto está mais avançada no funil;sem risco crítico identificado nos campos disponíveis;Trabalhar nesta semana: agendar follow-up objetivo com próximo passo registrado.
B - Trabalhar nesta semana;65,6;0,6837302808280228;63,3;360,8;B - Trabalhar nesta semana;348,15;550;OP-04486;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;Futura Consultoria Ltda.;varejo;Solução Atlas Essencial;111,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;65,6;0,7095517422051555;61,3;36,08;B - Trabalhar nesta semana;33,72;55;OP-02298;Em negociação;Tatiana Castro;Gustavo Ferreira;Oeste;Lótus Soluções Ltda.;varejo;Módulo Horizonte Especial;117,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;65,5;0,6784783530407413;63,6;3157,76;B - Trabalhar nesta semana;3066,16;4821;OP-02241;Em negociação;Leonardo Henriques;Amanda Azevedo;Leste;Raízes Varejo Ltda.;telecomunicações;Solução Atlas Profissional;112,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;65,4;0,8116366074347323;52,5;3152,93;C - Nutrir / validar;2531,02;4821;OP-07392;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Profissional;134,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%); valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;65,3;0,6962518709268479;61,7;35,92;B - Trabalhar nesta semana;33,94;55;OP-06517;Em negociação;Juliana Esteves;Caio Galvão;Oeste;Riviera Financeira Ltda.;tecnologia;Módulo Horizonte Especial;116,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;65,2;0,784484491021893;54,3;3574,26;C - Nutrir / validar;2976,73;5482;OP-05855;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Profissional;93,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%); valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;65,2;0,7605022350301053;56,3;714,59;C - Nutrir / validar;617,05;1096;OP-03979;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Essencial;49,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;65,2;0,7605022350301053;56,3;714,59;C - Nutrir / validar;617,05;1096;OP-01477;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Essencial;46,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;65,2;0,6308575492963108;66,9;358,6;B - Trabalhar nesta semana;367,95;550;OP-04792;Em negociação;Vanessa Pereira;Gustavo Ferreira;Oeste;Ipanema Logística Ltda.;financeiro;Solução Atlas Essencial;56,0;já está em negociação, portanto está mais avançada no funil;sem risco crítico identificado nos campos disponíveis;Trabalhar nesta semana: agendar follow-up objetivo com próximo passo registrado.
B - Trabalhar nesta semana;65,1;0,6881544937683854;62,0;713,5;B - Trabalhar nesta semana;679,52;1096;OP-05828;Em negociação;Rafael Ferreira;Gustavo Ferreira;Oeste;Ônix Sistemas Ltda.;telecomunicações;Solução Atlas Plus Essencial;114,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;65,0;0,7818438046362258;54,2;3563,3;C - Nutrir / validar;2971,24;5482;OP-07847;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Profissional;109,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%); valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;64,8;0,6862403982999828;61,7;710,21;B - Trabalhar nesta semana;676,23;1096;OP-03817;Em negociação;Eduarda Nogueira;Fernanda Almeida;Leste;Elo Telecom Ltda.;recursos humanos;Solução Atlas Plus Essencial;117,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;64,8;0,6892809383794006;61,5;710,21;B - Trabalhar nesta semana;674,04;1096;OP-01769;Em negociação;Eduarda Nogueira;Fernanda Almeida;Leste;Krypton Saúde Ltda.;telecomunicações;Solução Atlas Plus Essencial;125,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;64,3;0,7605022350301053;54,6;704,73;C - Nutrir / validar;598,42;1096;OP-07088;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Essencial;74,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;64,1;0,6417693517548525;64,0;3513,96;B - Trabalhar nesta semana;3508,48;5482;OP-01626;Em negociação;Larissa Santos;Caio Galvão;Oeste;Granito Comunicação Ltda.;varejo;Solução Atlas Plus Profissional;121,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;64,1;0,7835804099381611;52,5;3513,96;C - Nutrir / validar;2878,05;5482;OP-08335;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Solução Atlas Plus Profissional;129,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;64,1;0,7554894349892536;54,8;2174,91;C - Nutrir / validar;1859,36;3393;OP-04452;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Módulo Horizonte Avançado;68,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;64,0;0,6384114006051915;64,1;701,44;B - Trabalhar nesta semana;702,54;1096;OP-06801;Em negociação;Tatiana Castro;Gustavo Ferreira;Oeste;Serrana Tecnologia Ltda.;varejo;Solução Atlas Plus Essencial;112,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
B - Trabalhar nesta semana;63,9;0,7891613132854376;51,6;700,34;C - Nutrir / validar;565,54;1096;OP-01550;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Essencial;123,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;63,7;0,7783813843185289;52,1;3492,03;C - Nutrir / validar;2856,12;5482;OP-04334;Em negociação;Henrique Borges;Fernanda Almeida;Leste;;;Solução Atlas Plus Profissional;130,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
B - Trabalhar nesta semana;63,3;0,7713746945812078;52,0;3051,69;C - Nutrir / validar;2506,92;4821;OP-00897;Em negociação;Larissa Santos;Caio Galvão;Oeste;;;Solução Atlas Profissional;126,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
