id_oportunidade;vendedor;produto;conta;etapa_negocio;data_engajamento;data_fechamento;valor_fechamento
OP-01086;Priscila Ramos;Módulo Horizonte Especial;Latitude Serviços Ltda.;Ganha;2016-12-14;2017-03-18;55
OP-02287;Ana Almeida;Solução Atlas Plus Profissional;Sinapse Soluções Ltda.;Ganha;2016-12-15;2017-03-15;5765
OP-07355;Henrique Borges;Solução Atlas Essencial;Lumina Comunicação Ltda.;Ganha;2016-12-15;2017-03-16;639
OP-03962;Vanessa Pereira;Solução Atlas Profissional;Xingu Comercial Ltda.;Ganha;2016-12-15;2017-03-15;5100
OP-00494;Amanda Azevedo;Módulo Horizonte Especial;;Em negociação;2016-12-15;;
OP-02305;Nicolas Oliveira;Solução Atlas Profissional;Delta Sistemas Ltda.;Ganha;2016-12-15;2017-03-07;4906
OP-03702;Bruno Duarte;Solução Atlas Plus Profissional;Futura Consultoria Ltda.;Em negociação;2016-12-16;;
OP-06795;Henrique Borges;Solução Atlas Essencial;Mosaico Serviços Ltda.;Em negociação;2016-12-16;;
OP-04981;João Moreira;Solução Atlas Plus Essencial;Fênix Sistemas Ltda.;Ganha;2016-12-16;2017-03-07;1037
OP-03573;Rafael Ferreira;Solução Atlas Essencial;Granito Comunicação Ltda.;Ganha;2016-12-16;2017-03-15;537
OP-04946;Vanessa Pereira;Solução Atlas Profissional;Metrópole Digital Ltda.;Ganha;2016-12-16;2017-03-09;4694
OP-06129;William Silveira;Solução Atlas Essencial;Waypoint Software Ltda.;Ganha;2016-12-16;2017-03-24;560
OP-08443;Fernanda Valente;Solução Atlas Essencial;Rubi Comunicação Ltda.;Ganha;2016-12-16;2017-03-13;589
OP-04286;Igor Barros;Solução Atlas Essencial;Boreal Varejo Ltda.;Ganha;2016-12-16;2017-03-14;493
OP-00439;Mariana Lima;Módulo Horizonte Especial;Nexa Telecom Ltda.;Ganha;2016-12-16;2017-03-08;50
OP-05387;Nicolas Oliveira;Solução Atlas Essencial;Koral Logística Ltda.;Ganha;2016-12-16;2017-03-28;492
OP-06415;Eduarda Nogueira;Solução Atlas Essencial;;Em negociação;2016-12-17;;
OP-03424;Gabriela Teixeira;Solução Atlas Plus Profissional;;Em negociação;2016-12-17;;
OP-00863;Gabriela Teixeira;Solução Atlas Plus Essencial;Valência Consultoria Ltda.;Ganha;2016-12-17;2017-03-13;1255
OP-06452;Isabela Farias;Solução Atlas Essencial;Torre Digital Ltda.;Ganha;2016-12-17;2017-03-04;463
OP-04720;João Moreira;Solução Atlas Plus Essencial;Ônix Sistemas Ltda.;Perdida;2016-12-17;2017-03-27;0
OP-05880;João Moreira;Solução Atlas Essencial;Norte Soluções Ltda.;Ganha;2016-12-17;2017-03-12;605
OP-05774;Patrícia Campos;Solução Atlas Plus Essencial;Delta Sistemas Ltda.;Ganha;2016-12-17;2017-03-20;1315
OP-04492;William Silveira;Solução Atlas Essencial;Quantum Sistemas Ltda.;Ganha;2016-12-17;2017-03-02;559
OP-06343;Fernanda Valente;Solução Atlas Essencial;Mirante Consultoria Ltda.;Ganha;2016-12-17;2017-03-28;557
OP-05047;Leonardo Henriques;Módulo Horizonte Especial;Gênesis Indústria Ltda.;Ganha;2016-12-17;2017-03-02;48
OP-02495;Mariana Lima;Solução Atlas Plus Profissional;Quartzo Participações Ltda.;Ganha;2016-12-17;2017-03-25;6282
OP-01654;Nicolas Oliveira;Módulo Horizonte Especial;;Em negociação;2016-12-17;;
OP-07905;Ana Almeida;Módulo Horizonte Avançado;Quartzo Participações Ltda.;Ganha;2016-12-18;2017-03-02;3246
OP-05844;Eduarda Nogueira;Módulo Horizonte Avançado;;Em negociação;2016-12-18;;
OP-04065;Isabela Farias;Solução Atlas Essencial;Atena Participações Ltda.;Ganha;2016-12-18;2017-03-14;514
OP-01697;João Moreira;Solução Atlas Plus Essencial;Paralela Logística Ltda.;Ganha;2016-12-18;2017-03-15;1132
OP-00326;Natália Correia;Solução Atlas Plus Profissional;Paralela Logística Ltda.;Ganha;2016-12-18;2017-03-21;5918
OP-00293;Vanessa Pereira;Solução Atlas Profissional;Novaterra Telecom Ltda.;Perdida;2016-12-18;2017-03-18;0
OP-07424;Débora Medeiros;Módulo Horizonte Especial;Tropical Saúde Ltda.;Perdida;2016-12-18;2017-03-14;0
OP-06827;Juliana Esteves;Módulo Horizonte Especial;Metrópole Digital Ltda.;Perdida;2016-12-18;2017-03-13;0
OP-05704;Leonardo Henriques;Módulo Horizonte Especial;Granito Comunicação Ltda.;Em negociação;2016-12-18;;
OP-05846;Mariana Lima;Módulo Horizonte Avançado;Helix Comercial Ltda.;Ganha;2016-12-18;2017-03-24;2955
OP-03791;Nicolas Oliveira;Solução Atlas Profissional;Delta Sistemas Ltda.;Ganha;2016-12-18;2017-03-21;3742
OP-08552;Priscila Ramos;Módulo Horizonte Especial;Ônix Sistemas Ltda.;Ganha;2016-12-18;2017-03-14;64
OP-04037;Renato Vieira;Módulo Horizonte Avançado;Ônix Sistemas Ltda.;Perdida;2016-12-18;2017-03-27;0
OP-00292;Larissa Santos;Plataforma Delta 500;Habitat Consultoria Ltda.;Em negociação;2016-12-19;;
OP-05437;Larissa Santos;Solução Atlas Plus Essencial;Neblina Software Ltda.;Ganha;2016-12-19;2017-03-18;1164
OP-02139;Larissa Santos;Módulo Horizonte Especial;Quasar Serviços Ltda.;Ganha;2016-12-19;2017-03-07;65
OP-02042;Otávio Pinto;Solução Atlas Plus Essencial;Horizonte Saúde Ltda.;Perdida;2016-12-19;2017-03-07;0
OP-07636;Tiago Martins;Solução Atlas Essencial;Lótus Soluções Ltda.;Ganha;2016-12-19;2017-03-16;441
OP-06937;Caio Dias;Solução Atlas Plus Essencial;Atena Participações Ltda.;Perdida;2016-12-19;2017-03-12;0
OP-05638;Nicolas Oliveira;Solução Atlas Profissional;Metrópole Digital Ltda.;Ganha;2016-12-19;2017-03-16;4907
OP-05258;Ana Almeida;Módulo Horizonte Avançado;Quartzo Participações Ltda.;Perdida;2016-12-20;2017-03-01;0
OP-00820;Henrique Borges;Solução Atlas Plus Essencial;;Em negociação;2016-12-20;;
OP-00822;Isabela Farias;Módulo Horizonte Avançado;Pioneira Consultoria Ltda.;Ganha;2016-12-20;2017-03-25;3269
OP-07826;João Moreira;Solução Atlas Essencial;União Indústria Ltda.;Ganha;2016-12-20;2017-03-12;579
OP-02654;Otávio Pinto;Solução Atlas Essencial;Quartzo Participações Ltda.;Perdida;2016-12-20;2017-03-25;0
OP-07320;Vanessa Pereira;Solução Atlas Essencial;Centauro Logística Ltda.;Perdida;2016-12-20;2017-03-07;0
OP-03840;Vanessa Pereira;Módulo Horizonte Especial;Inova Software Ltda.;Ganha;2016-12-20;2017-03-31;51
OP-00476;Amanda Azevedo;Módulo Horizonte Especial;Solaris Comunicação Ltda.;Ganha;2016-12-20;2017-03-08;64
OP-02124;Leonardo Henriques;Módulo Horizonte Especial;Terranova Telecom Ltda.;Ganha;2016-12-20;2017-03-08;60
OP-00706;Eduarda Nogueira;Solução Atlas Plus Essencial;Domínio Saúde Ltda.;Ganha;2016-12-21;2017-03-27;1186
OP-03634;Gabriela Teixeira;Módulo Horizonte Avançado;Latitude Serviços Ltda.;Ganha;2016-12-21;2017-03-09;3577
OP-01403;Henrique Borges;Solução Atlas Plus Essencial;Prisma Soluções Ltda.;Ganha;2016-12-21;2017-03-07;1020
OP-05017;Larissa Santos;Solução Atlas Profissional;Orion Participações Ltda.;Em negociação;2016-12-21;;
OP-01779;Patrícia Campos;Módulo Horizonte Especial;Oceânica Digital Ltda.;Ganha;2016-12-21;2017-03-23;53
OP-00569;Sofia Ishikawa;Solução Atlas Essencial;Mirante Consultoria Ltda.;Perdida;2016-12-21;2017-03-10;0
OP-04551;Vanessa Pereira;Solução Atlas Essencial;Solaris Comunicação Ltda.;Perdida;2016-12-21;2017-03-28;0
OP-06640;Vanessa Pereira;Solução Atlas Profissional;Zafira Comunicação Ltda.;Ganha;2016-12-21;2017-03-08;4719
OP-01474;Fernanda Valente;Solução Atlas Essencial;Pioneira Consultoria Ltda.;Ganha;2016-12-21;2017-03-22;546
OP-01404;Helena Menezes;Solução Atlas Plus Essencial;Mosaico Serviços Ltda.;Ganha;2016-12-21;2017-03-21;1212
OP-01068;Nicolas Oliveira;Solução Atlas Essencial;;Em negociação;2016-12-21;;
OP-06999;Nicolas Oliveira;Solução Atlas Essencial;Zafira Comunicação Ltda.;Perdida;2016-12-21;2017-03-08;0
OP-00996;Ana Almeida;Solução Atlas Plus Profissional;Vértice Sistemas Ltda.;Perdida;2016-12-22;2017-03-27;0
OP-05738;Otávio Pinto;Solução Atlas Plus Profissional;Alvorada Digital Ltda.;Ganha;2016-12-22;2017-03-14;5533
OP-01152;Tiago Martins;Módulo Horizonte Avançado;Bravura Financeira Ltda.;Ganha;2016-12-22;2017-03-01;3295
OP-08435;Juliana Esteves;Módulo Horizonte Especial;Bravura Financeira Ltda.;Ganha;2016-12-22;2017-03-31;45
OP-06995;Priscila Ramos;Módulo Horizonte Especial;Lumina Comunicação Ltda.;Ganha;2016-12-22;2017-03-04;56
OP-07116;Tatiana Castro;Solução Atlas Profissional;Fênix Sistemas Ltda.;Em negociação;2016-12-22;;
OP-03663;Gabriela Teixeira;Solução Atlas Essencial;;Em negociação;2016-12-23;;
OP-04577;Henrique Borges;Solução Atlas Plus Essencial;Atena Participações Ltda.;Em negociação;2016-12-23;;
OP-00013;Isabela Farias;Solução Atlas Profissional;Cristal Tecnologia Ltda.;Ganha;2016-12-23;2017-03-20;4247
OP-05449;Otávio Pinto;Módulo Horizonte Avançado;Quartzo Participações Ltda.;Ganha;2016-12-23;2017-03-13;3440
OP-08625;Rafael Ferreira;Solução Atlas Profissional;Granito Comunicação Ltda.;Ganha;2016-12-23;2017-03-02;5040
OP-00953;Sofia Ishikawa;Solução Atlas Essencial;Horizonte Saúde Ltda.;Ganha;2016-12-23;2017-03-12;469
OP-03699;Fernanda Valente;Módulo Horizonte Especial;Quartzo Participações Ltda.;Ganha;2016-12-23;2017-03-07;58
OP-06717;Felipe Queiroz;Módulo Horizonte Avançado;Quartzo Participações Ltda.;Ganha;2016-12-24;2017-03-16;2955
OP-05226;Gabriela Teixeira;Solução Atlas Plus Profissional;Safira Software Ltda.;Ganha;2016-12-24;2017-03-26;5228
OP-04781;Isabela Farias;Módulo Horizonte Avançado;Diamante Financeira Ltda.;Ganha;2016-12-24;2017-03-14;3358
OP-07354;Larissa Santos;Solução Atlas Plus Profissional;Kairós Varejo Ltda.;Perdida;2016-12-24;2017-03-29;0
OP-02516;Sofia Ishikawa;Solução Atlas Essencial;Pioneira Consultoria Ltda.;Ganha;2016-12-24;2017-03-31;517
OP-05850;Fernanda Valente;Solução Atlas Essencial;Alvorada Digital Ltda.;Ganha;2016-12-24;2017-03-03;615
OP-05425;Helena Menezes;Solução Atlas Essencial;Mosaico Serviços Ltda.;Perdida;2016-12-24;2017-03-10;0
OP-04538;Mariana Lima;Módulo Horizonte Especial;Safira Software Ltda.;Ganha;2016-12-24;2017-03-08;62
OP-02763;Isabela Farias;Solução Atlas Plus Profissional;Quartzo Participações Ltda.;Ganha;2016-12-25;2017-03-13;4711
OP-03756;João Moreira;Solução Atlas Profissional;União Indústria Ltda.;Perdida;2016-12-25;2017-03-23;0
OP-06258;Natália Correia;Solução Atlas Essencial;Latitude Serviços Ltda.;Ganha;2016-12-25;2017-03-30;510
OP-08151;Otávio Pinto;Solução Atlas Profissional;Habitat Consultoria Ltda.;Ganha;2016-12-25;2017-03-25;4891
OP-06151;Patrícia Campos;Solução Atlas Plus Essencial;Kairós Varejo Ltda.;Ganha;2016-12-25;2017-03-17;926
OP-06838;William Silveira;Módulo Horizonte Especial;Nexa Telecom Ltda.;Ganha;2016-12-25;2017-03-10;56
OP-02625;Débora Medeiros;Solução Atlas Essencial;Essência Tecnologia Ltda.;Em negociação;2016-12-25;;
OP-05082;Juliana Esteves;Solução Atlas Essencial;;Em negociação;2016-12-25;;
OP-03718;Priscila Ramos;Módulo Horizonte Especial;Elo Telecom Ltda.;Ganha;2016-12-25;2017-03-05;47
OP-04117;Isabela Farias;Solução Atlas Essencial;Jade Tecnologia Ltda.;Perdida;2016-12-26;2017-03-23;0
OP-07459;Rafael Ferreira;Solução Atlas Plus Profissional;Catarina Soluções Ltda.;Ganha;2016-12-26;2017-03-10;6490
OP-02747;Tiago Martins;Módulo Horizonte Avançado;Helix Comercial Ltda.;Em negociação;2016-12-26;;
OP-03006;Vanessa Pereira;Solução Atlas Profissional;;Em negociação;2016-12-26;;
OP-02434;Helena Menezes;Módulo Horizonte Avançado;Essência Tecnologia Ltda.;Ganha;2016-12-26;2017-03-02;3841
OP-00696;Vanessa Pereira;Solução Atlas Essencial;;Em negociação;2016-12-27;;
OP-08009;Vanessa Pereira;Solução Atlas Plus Profissional;Solaris Comunicação Ltda.;Ganha;2016-12-27;2017-03-15;5256
OP-07758;Amanda Azevedo;Módulo Horizonte Especial;Tropical Saúde Ltda.;Perdida;2016-12-27;2017-03-28;0
OP-00341;Amanda Azevedo;Módulo Horizonte Avançado;Raízes Varejo Ltda.;Perdida;2016-12-27;2017-03-25;0
OP-05699;Ana Almeida;Solução Atlas Essencial;Íntegra Comercial Ltda.;Ganha;2016-12-28;2017-03-01;625
OP-00222;Gabriela Teixeira;Solução Atlas Profissional;;Em negociação;2016-12-28;;
OP-00140;Isabela Farias;Solução Atlas Profissional;Habitat Consultoria Ltda.;Perdida;2016-12-28;2017-03-16;0
OP-02197;Isabela Farias;Solução Atlas Profissional;Íntegra Comercial Ltda.;Ganha;2016-12-28;2017-03-22;3952
OP-06337;Vanessa Pereira;Solução Atlas Essencial;;Em negociação;2016-12-28;;
OP-05635;Vanessa Pereira;Solução Atlas Plus Profissional;Valência Consultoria Ltda.;Ganha;2016-12-28;2017-03-13;5515
OP-03764;Igor Barros;Módulo Horizonte Especial;Gênesis Indústria Ltda.;Ganha;2016-12-28;2017-03-16;57
OP-06407;Mariana Lima;Módulo Horizonte Especial;Waypoint Software Ltda.;Ganha;2016-12-28;2017-03-28;51
OP-06902;Nicolas Oliveira;Módulo Horizonte Avançado;Delta Sistemas Ltda.;Ganha;2016-12-28;2017-03-13;3803
OP-04002;Ana Almeida;Solução Atlas Plus Profissional;Mirante Consultoria Ltda.;Ganha;2016-12-29;2017-03-27;5459
OP-01154;Ana Almeida;Módulo Horizonte Avançado;Sinapse Soluções Ltda.;Ganha;2016-12-29;2017-03-23;4148
OP-00608;Eduarda Nogueira;Solução Atlas Plus Profissional;;Em negociação;2016-12-29;;
OP-02003;Gabriela Teixeira;Solução Atlas Plus Profissional;Domínio Saúde Ltda.;Ganha;2016-12-29;2017-03-23;5002
OP-04744;Gabriela Teixeira;Módulo Horizonte Avançado;Estrela Indústria Ltda.;Ganha;2016-12-29;2017-03-03;3351
OP-01223;Otávio Pinto;Solução Atlas Essencial;Mosaico Serviços Ltda.;Ganha;2016-12-29;2017-03-19;571
OP-06569;Rafael Ferreira;Solução Atlas Essencial;Jardim Serviços Ltda.;Ganha;2016-12-29;2017-03-10;601
OP-00304;Tiago Martins;Solução Atlas Profissional;;Em negociação;2016-12-29;;
OP-02276;Amanda Azevedo;Solução Atlas Essencial;Oceânica Digital Ltda.;Ganha;2016-12-29;2017-03-13;576
OP-04783;Caio Dias;Módulo Horizonte Especial;Cristal Tecnologia Ltda.;Ganha;2016-12-29;2017-03-03;52
OP-02543;Débora Medeiros;Solução Atlas Plus Essencial;Delta Sistemas Ltda.;Ganha;2016-12-29;2017-03-13;1185
OP-02091;Igor Barros;Solução Atlas Plus Essencial;Estrela Indústria Ltda.;Perdida;2016-12-29;2017-03-28;0
OP-01000;Juliana Esteves;Módulo Horizonte Especial;Granito Comunicação Ltda.;Ganha;2016-12-29;2017-03-14;56
OP-02404;Nicolas Oliveira;Solução Atlas Essencial;;Em negociação;2016-12-29;;
OP-03877;Priscila Ramos;Módulo Horizonte Especial;Fênix Sistemas Ltda.;Ganha;2016-12-29;2017-03-29;54
OP-06951;Tatiana Castro;Solução Atlas Profissional;Inova Software Ltda.;Ganha;2016-12-29;2017-03-13;4818
OP-06474;Ana Almeida;Solução Atlas Plus Profissional;Pioneira Consultoria Ltda.;Ganha;2017-01-01;2017-03-01;5087
OP-03402;Henrique Borges;Solução Atlas Plus Essencial;Fênix Sistemas Ltda.;Ganha;2017-01-01;2017-03-19;1116
OP-08392;Isabela Farias;Solução Atlas Essencial;Helix Comercial Ltda.;Ganha;2017-01-01;2017-03-20;510
OP-01423;Larissa Santos;Módulo Horizonte Especial;;Em negociação;2017-01-01;;
OP-04896;Sofia Ishikawa;Solução Atlas Essencial;Urbana Telecom Ltda.;Ganha;2017-01-01;2017-03-16;565
OP-02677;Tiago Martins;Solução Atlas Essencial;Bravura Financeira Ltda.;Ganha;2017-01-01;2017-03-26;633
OP-02844;Igor Barros;Módulo Horizonte Avançado;Júpiter Comercial Ltda.;Ganha;2017-01-01;2017-03-29;3962
OP-07482;Nicolas Oliveira;Módulo Horizonte Avançado;Koral Logística Ltda.;Ganha;2017-01-01;2017-03-22;3672
OP-02914;Tatiana Castro;Solução Atlas Plus Essencial;Kairós Varejo Ltda.;Em negociação;2017-01-01;;
OP-03952;Tatiana Castro;Solução Atlas Profissional;Jardim Serviços Ltda.;Ganha;2017-01-01;2017-03-18;4586
OP-06255;Ana Almeida;Módulo Horizonte Especial;Novaterra Telecom Ltda.;Ganha;2017-01-02;2017-03-02;60
OP-05980;Gabriela Teixeira;Solução Atlas Plus Essencial;Rubi Comunicação Ltda.;Em negociação;2017-01-02;;
OP-07340;Gabriela Teixeira;Solução Atlas Plus Essencial;;Em negociação;2017-01-02;;
OP-03712;Sofia Ishikawa;Solução Atlas Essencial;Alvorada Digital Ltda.;Ganha;2017-01-02;2017-05-04;572
OP-04588;Vanessa Pereira;Solução Atlas Essencial;Jardim Serviços Ltda.;Ganha;2017-01-02;2017-03-01;550
OP-00053;Vanessa Pereira;Solução Atlas Profissional;Raízes Varejo Ltda.;Ganha;2017-01-02;2017-03-17;4125
OP-00299;Caio Dias;Módulo Horizonte Avançado;Quantum Sistemas Ltda.;Ganha;2017-01-02;2017-03-10;3647
OP-02265;Fernanda Valente;Solução Atlas Essencial;Alvorada Digital Ltda.;Ganha;2017-01-02;2017-03-21;573
OP-00156;Priscila Ramos;Solução Atlas Essencial;Norte Soluções Ltda.;Ganha;2017-01-02;2017-03-29;542
OP-05843;Eduarda Nogueira;Módulo Horizonte Avançado;Terranova Telecom Ltda.;Ganha;2017-01-03;2017-03-12;3479
OP-05807;Henrique Borges;Módulo Horizonte Avançado;Domínio Saúde Ltda.;Perdida;2017-01-03;2017-03-22;0
OP-04496;Isabela Farias;Solução Atlas Plus Essencial;Sinapse Soluções Ltda.;Ganha;2017-01-03;2017-03-21;1012
OP-03680;Patrícia Campos;Módulo Horizonte Especial;;Em negociação;2017-01-03;;
OP-00399;Rafael Ferreira;Solução Atlas Plus Essencial;Nativa Varejo Ltda.;Ganha;2017-01-03;2017-03-06;990
OP-05721;Rafael Ferreira;Solução Atlas Profissional;Zafira Comunicação Ltda.;Ganha;2017-01-03;2017-03-18;4374
OP-01768;Vanessa Pereira;Solução Atlas Essencial;Bravura Financeira Ltda.;Perdida;2017-01-03;2017-03-17;0
OP-04678;Vanessa Pereira;Solução Atlas Plus Essencial;Inova Software Ltda.;Ganha;2017-01-03;2017-03-30;1054
OP-05849;Nicolas Oliveira;Módulo Horizonte Especial;Neblina Software Ltda.;Ganha;2017-01-03;2017-03-15;55
OP-06028;Priscila Ramos;Módulo Horizonte Especial;Domínio Saúde Ltda.;Perdida;2017-01-03;2017-03-05;0
OP-01312;Bruno Duarte;Solução Atlas Plus Essencial;Riviera Financeira Ltda.;Ganha;2017-01-04;2017-03-25;1073
OP-07313;Felipe Queiroz;Módulo Horizonte Avançado;Futura Consultoria Ltda.;Perdida;2017-01-04;2017-03-20;0
OP-06557;Henrique Borges;Solução Atlas Plus Profissional;;Em negociação;2017-01-04;;
OP-06587;Rafael Ferreira;Módulo Horizonte Avançado;;Em negociação;2017-01-04;;
OP-08592;Vanessa Pereira;Solução Atlas Essencial;;Em negociação;2017-01-04;;
OP-03152;Vanessa Pereira;Solução Atlas Essencial;Solaris Comunicação Ltda.;Ganha;2017-01-04;2017-03-16;586
OP-08720;Caio Dias;Solução Atlas Profissional;Essência Tecnologia Ltda.;Ganha;2017-01-04;2017-05-05;4667
OP-07160;Nicolas Oliveira;Solução Atlas Plus Essencial;Novaterra Telecom Ltda.;Ganha;2017-01-04;2017-03-28;880
OP-04694;Nicolas Oliveira;Módulo Horizonte Avançado;Granito Comunicação Ltda.;Ganha;2017-01-04;2017-03-12;3676
OP-03064;Renato Vieira;Módulo Horizonte Especial;;Em negociação;2017-01-04;;
OP-00534;Ana Almeida;Módulo Horizonte Avançado;Cristal Tecnologia Ltda.;Perdida;2017-01-05;2017-03-25;0
OP-05452;Henrique Borges;Solução Atlas Plus Profissional;;Em negociação;2017-01-05;;
OP-06797;Isabela Farias;Solução Atlas Profissional;Essência Tecnologia Ltda.;Perdida;2017-01-05;2017-03-09;0
OP-03514;Natália Correia;Solução Atlas Plus Essencial;Fênix Sistemas Ltda.;Perdida;2017-01-05;2017-03-26;0
OP-04343;Sofia Ishikawa;Solução Atlas Profissional;Essência Tecnologia Ltda.;Ganha;2017-01-05;2017-03-19;4716
OP-07838;Tiago Martins;Módulo Horizonte Avançado;;Em negociação;2017-01-05;;
OP-02024;Vanessa Pereira;Solução Atlas Essencial;Orion Participações Ltda.;Perdida;2017-01-05;2017-03-30;0
OP-00688;Nicolas Oliveira;Solução Atlas Profissional;Jardim Serviços Ltda.;Ganha;2017-01-05;2017-03-23;4211
OP-07744;Ana Almeida;Módulo Horizonte Avançado;Cristal Tecnologia Ltda.;Perdida;2017-01-06;2017-03-21;0
OP-07246;Bruno Duarte;Solução Atlas Plus Profissional;;Em negociação;2017-01-06;;
OP-05693;Isabela Farias;Solução Atlas Profissional;Pioneira Consultoria Ltda.;Perdida;2017-01-06;2017-03-18;0
OP-00371;Isabela Farias;Módulo Horizonte Especial;Diamante Financeira Ltda.;Ganha;2017-01-06;2017-03-17;56
OP-07976;Otávio Pinto;Módulo Horizonte Especial;Mirante Consultoria Ltda.;Perdida;2017-01-06;2017-03-23;0
OP-06456;Otávio Pinto;Módulo Horizonte Especial;Cristal Tecnologia Ltda.;Ganha;2017-01-06;2017-03-23;44
OP-04349;Vanessa Pereira;Solução Atlas Essencial;Valência Consultoria Ltda.;Ganha;2017-01-06;2017-03-27;532
OP-06651;William Silveira;Solução Atlas Essencial;Essência Tecnologia Ltda.;Perdida;2017-01-06;2017-05-10;0
OP-06207;William Silveira;Solução Atlas Essencial;Quantum Sistemas Ltda.;Perdida;2017-01-06;2017-03-20;0
OP-05224;Igor Barros;Solução Atlas Profissional;União Indústria Ltda.;Perdida;2017-01-06;2017-03-17;0
OP-06963;Mariana Lima;Solução Atlas Essencial;Mosaico Serviços Ltda.;Perdida;2017-01-06;2017-03-24;0
OP-02808;Ana Almeida;Solução Atlas Essencial;Quartzo Participações Ltda.;Ganha;2017-01-07;2017-03-08;622
OP-01083;Eduarda Nogueira;Solução Atlas Essencial;;Em negociação;2017-01-07;;
OP-01964;Felipe Queiroz;Solução Atlas Plus Profissional;Horizonte Saúde Ltda.;Perdida;2017-01-07;2017-03-05;0
OP-03992;Gabriela Teixeira;Módulo Horizonte Especial;;Em negociação;2017-01-07;;
OP-06153;Gabriela Teixeira;Solução Atlas Plus Essencial;Júpiter Comercial Ltda.;Ganha;2017-01-07;2017-03-16;1257
OP-01723;Débora Medeiros;Solução Atlas Plus Essencial;Ypê Logística Ltda.;Ganha;2017-01-07;2017-03-25;1135
OP-02071;Tatiana Castro;Módulo Horizonte Avançado;Novaterra Telecom Ltda.;Perdida;2017-01-07;2017-03-28;0
